Institution Name,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,International Research Network,Employment Outcomes,Social Impact,Environmental Impact,Governance,Equality,Knowledge Exchange,Impact of Education,Employability and Opportunities,Health and Wellbeing,Environmental Sustainability,Environmental Education,Environmental Research,Class
Massachusetts Institute of Technology (MIT) ,100,100,100,100,99.3,86.8,96,100,92.4,97.3,73.4,83.6,95.2,87.3,99.7,90.7,90.9,98.1,98.2,5
Imperial College London,98.5,99.5,98.2,93.9,100,99.6,97.4,93.4,96.3,98.2,83.4,94.2,100,79.2,99.6,100,95.1,96.6,98.2,5
University of Oxford,100,100,100,84.8,98.1,97.7,100,100,88.7,77.2,39.4,76.7,90,89.7,99.7,80.1,62.9,82.6,82.9,5
Harvard University,100,100,96.3,100,74.1,69,99.6,100,88.2,76.9,39,79,89.4,88.4,99.1,75.7,62.1,82.5,83,5
University of Cambridge,100,100,100,84.6,100,94.8,99.3,100,88.7,77.2,37.9,79.3,86.7,89.7,99.8,79.9,62.7,82.6,82.9,5
Stanford University,100,100,100,99,70.3,60.8,96.8,100,87.7,74.5,36.6,78.4,86.6,88.4,100,75.7,54.6,82.2,83.1,5
ETH Zurich - Swiss Federal Institute of Technology,98.8,87.2,65.9,97.9,100,98.6,95.7,90.5,95.1,89.8,88.2,85.1,99.9,92.3,96.1,99,86.9,93.5,83.7,5
National University of Singapore (NUS),99.5,91.1,68.8,93.1,100,88.9,91.6,100,91.7,91.2,68.6,73.6,98.5,91.3,99.7,94.4,95.6,77.2,100,5
UCL,99.5,98.3,95.9,72.2,99,100,99.9,70.3,86.8,69,40.3,77.2,90.4,80.2,98.6,80.1,54.4,68,82.8,5
California Institute of Technology (Caltech),96.5,95.3,100,100,100,79.8,65.5,31,73.2,69.9,56.6,69.3,67.3,43,92.5,92.2,43.1,70,97.1,5
University of Pennsylvania,96.3,91.9,99.8,74,90.9,66.2,91.9,100,88.9,83.7,59,86,85,86.8,99.4,75.3,82.6,84.7,79.2,5
"University of California, Berkeley (UCB)",100,100,23.5,98.2,91.5,61,97.2,98.4,98.1,100,92.5,98.7,99.8,87.3,99.4,95.6,96.6,100,98.4,5
The University of Melbourne,98.5,93.9,15.4,93,95.1,99.8,97.4,96.5,97.9,93.7,88.5,90.5,99.1,98.1,99.4,98.2,100,85.3,92.3,5
Peking University,99.5,96.6,92.6,97.7,50.3,23.6,79.8,94.2,79,59.1,31.8,58.7,89.3,79.6,95.9,65.8,20.9,76.1,78.7,5
"Nanyang Technological University, Singapore (NTU)",91.9,73.3,80.6,92.4,100,83.5,89.4,83.9,90.5,85.3,71.4,83.7,86.3,89.6,97.6,93.6,79.3,76.4,99.5,5
Cornell University,98.3,93.1,52.7,97.5,54.2,63.4,94,97.1,84.7,71.1,31.3,79.1,76.3,87.4,98.2,75.7,55.8,72.6,82.8,5
The University of Hong Kong,97.4,59.4,81.2,86.4,100,99.3,81.4,99.7,86.4,75.8,77.7,83.2,89.2,73.1,95.4,79.9,53.2,76.1,98,5
The University of Sydney,96.4,90,10.9,93.7,99.9,100,95.8,93.1,100,90.7,98.2,99.1,96.5,100,99.1,97.8,84.5,90.9,92.2,5
The University of New South Wales (UNSW Sydney),90.5,90.4,20.6,94.9,100,99.4,98.3,97.7,98.4,87.1,97.3,96.6,99.7,90,99,98.2,85.4,80.9,92.4,5
Tsinghua University,99.2,97.7,95,99.1,18.1,13.4,79.2,92.3,77.1,57.1,30.7,54,87.3,79.2,95.4,65.8,23.7,67.4,78.7,5
University of Chicago,99.1,96.4,94.2,60.8,79,87,85.1,99.1,82.7,55.7,31,79,66.2,86.5,98.9,75.3,8.9,75.8,81,5
Princeton University,99.8,98.3,57,100,9.6,56.6,78.3,95.7,82.2,59.3,31.1,78.6,68.9,86,96,75.2,29.1,65,82.7,5
Yale University,99.9,99.9,100,38.6,91.5,63.3,93.9,98.5,88.7,86.9,38.5,83,87.1,87.1,99,75.7,81.2,90.9,83.1,5
Université PSL,74.4,97.6,98.1,87.6,62.3,65,99.8,97.1,82.7,66.3,66.9,72.8,82.3,81.6,85.8,97.8,28.7,72.9,97.9,5
University of Toronto,99.7,96.9,44.9,50.8,96.9,96.1,97.7,98.7,98.8,98.4,98.6,99.3,99.8,97,94.6,95.6,93.8,98.7,97.9,5
EPFL,84.2,67.2,91.2,93.6,100,100,81.7,27.2,88.7,69,84.2,84.9,90,73.9,93.4,96.8,58.2,54,97.6,5
The University of Edinburgh,98.3,97.2,65.5,47.7,98.7,99.8,99.5,55.9,97.5,86.2,99.7,96.6,99.9,82.2,99.5,99.8,58.9,98,97.9,5
Technical University of Munich,83,98.6,76.8,75.9,80.4,98.6,95.6,34.5,92.6,74,86.6,83.1,97.8,84.8,96.5,98,41.3,81.9,97.8,5
McGill University,94.3,87.6,62.3,57.9,83.7,89.6,94.2,98.3,93.5,94.1,87.4,86.5,89.1,96.5,97.7,95.6,81,99,97.8,5
The Australian National University,93.8,75.4,34.6,84.6,100,96.2,91.4,56.6,99.8,76.9,87.7,99.2,99.3,99.1,97.1,97.6,70.8,67.7,92.1,5
Seoul National University,98.5,98.6,83.1,71.7,10.5,16.9,73.2,100,88.9,83,92.6,66.3,93.5,95.7,98.9,91.3,75.4,76.5,96.5,5
The University of Tokyo,100,99.8,89.3,57.3,10.1,29.7,87.4,99.9,88.4,97.5,68,68.8,99.4,78.4,98.8,95,91.6,99.9,96.5,5
Johns Hopkins University,86,62.6,100,84.2,63.7,95.8,98.7,71.5,85.7,60.9,39.1,78.3,88.1,82.9,94.8,75.3,39.7,61.3,81.4,5
The University of Manchester,95.6,98.1,51.3,45.1,93.1,99.2,99.2,87.6,97,95.5,99.8,96.6,99.9,79.3,99.1,99.8,89.5,94.6,98.2,5
Columbia University,99.6,98.8,100,31.7,41.5,97,98.5,99.9,86.8,67.5,35.7,81.2,85.1,81,99.8,75.7,38.7,78.8,82.6,5
The Chinese University of Hong Kong (CUHK),86.7,53.3,64.2,92.9,100,87.5,74.2,89,82.9,75.4,82.1,80,77.6,74.7,94.1,79.9,54.9,74.1,96.6,5
Monash University,89.2,79.6,9.4,87.6,100,100,94.8,79.4,96.8,80.1,98.6,91,96.9,96.4,98.2,98,71.2,75.2,92.4,5
University of British Columbia,98.3,94.3,34.5,57.7,95.5,72.8,96.2,74.6,99.1,93,98.5,100,99.6,94.6,96,95.8,80.7,96.7,97.9,5
Fudan University,85.7,87.8,79.7,80.7,88.4,35.1,67.2,64.4,86.6,65.2,91,72.8,96.6,74.4,97.1,85.3,61.1,44.6,92.7,5
The University of Queensland,86.7,74,21.2,90.2,100,100,96.7,56.7,96.3,77.8,93.7,91.1,98.2,89.7,98.9,98.2,53.6,85.4,92.4,5
King's College London,90.3,85.7,64.3,53.6,99.1,99.5,98.6,59.8,94.9,78.8,86.5,93.5,97.7,76.6,98.5,99.8,62.8,76.6,96.5,5
"University of California, Los Angeles (UCLA)",100,99.8,35.4,74,42.2,22.3,95.5,94.7,88.4,62,39.3,81.4,89.8,85.2,98,75.5,33.4,68.9,82.7,5
New York University (NYU),96.3,98.8,90.5,28.6,30.2,98.1,92.6,98.4,96.1,74.5,91.6,98.4,95.8,81.8,99.3,94.8,89.2,43.4,94.2,5
University of Michigan-Ann Arbor,97.9,92.1,80.3,47.6,65.5,39.2,95.8,94.5,87.7,59.1,39.4,79,89.3,83.6,99.8,75.7,32.5,61.8,82.9,5
Shanghai Jiao Tong University,84,86.3,58.6,99.6,23.1,19.6,73.7,73.5,80.6,69.3,88.9,59.7,95.9,61.4,96.5,85.5,38.8,75.3,93.1,5
Institut Polytechnique de Paris,44.7,99.6,95.9,86.1,99.1,98,89.6,97.7,76.9,55.5,82.1,61.9,78.9,72.1,84.2,95.2,31,43.4,96.4,5
The Hong Kong University of Science and Technology,81.1,50.3,56.7,99.7,100,95.4,46.7,65.4,71.1,77.6,78.4,72.9,58.1,49.9,90.1,79.1,60.5,75.9,95.6,5
Zhejiang University,75.3,95.4,54.7,99.5,95,15.9,91.8,55.5,77.6,50.3,29.4,55.5,87.6,74.2,97.2,65.6,14.9,58,78.2,5
Delft University of Technology,74.4,83,39.4,79.7,100,91.4,93.7,54.8,94.7,92.3,89.3,90.1,96.3,89,98,93,86.8,89.1,98.6,5
The London School of Economics and Political Science (LSE),67.2,97,35.1,69.4,100,100,81.2,99.6,90.7,72.2,88.9,94.4,82.9,87.7,88.7,97.8,97.6,30.7,94.1,5
Kyoto University,98.8,99,94.2,39.3,15.9,19,85.7,72.8,83.3,73.3,81.3,59.6,92.1,75,98.1,94,48.6,76.1,94.4,5
Northwestern University,84,68,97.6,67.7,45.4,52,89.4,96.8,84,58.4,39.1,81.8,82.3,73.7,95.6,75.2,30.8,64.5,79.3,5
KAIST - Korea Advanced Institute of Science & Technology,87.7,91,60.2,96.2,21.1,10.9,46.8,63.3,72.9,68.6,57.4,59.9,60.5,65.7,98.4,80.7,36.9,75.9,92.3,5
University of Bristol,75.8,82.5,36.7,75.9,87.5,89.8,94.6,51.2,97.5,85.5,98.5,99.7,99.3,79,99.1,99.6,73,83.8,97.7,5
University of Amsterdam,83.8,52.1,21.4,92.2,96,87.5,96.3,79.8,85.4,45.3,40,69.4,89.3,94.4,93.4,79.1,14.5,41.6,83,5
Yonsei University,81.5,97,84.2,44.1,20.7,51.2,78.7,87.8,85.2,75.6,82.6,67.3,83.1,88.1,98.9,90.9,55.6,76.1,94.5,5
The Hong Kong Polytechnic University,68,35.6,65,94.9,100,91.9,78.9,64.5,80.3,70.4,74.2,83,82.5,59,86,80.1,40.3,74.2,97.1,5
Carnegie Mellon University,69.8,80.1,40.9,98.9,33.7,99.1,79.9,61.5,77.8,44.2,32.2,72,65.3,78.9,96,72.6,22.7,35.5,78.4,5
Ludwig-Maximilians-Universität München,92.2,86.6,38.5,50,75.1,37.6,95.5,66.9,84.7,62.7,37.4,69.4,83.8,93.8,96.2,77.3,37.9,67.5,81.2,5
Universiti Malaya (UM),82.9,95.1,75.7,29.1,60.2,64.2,91.8,69.3,86.8,68.6,78.2,82.7,96,70.9,91,83.1,41.5,74.2,88.9,5
Duke University,86,74.7,100,35.1,16.3,61,93.3,85.5,86.4,69.9,39.3,81.7,89.2,77.1,96.3,75.7,45,79.6,82.5,5
City University of Hong Kong,60.9,30.8,89.5,100,100,100,62.9,37.5,76.4,73.1,62.3,76.2,76,57.2,87.7,78.3,51,72.2,95.6,5
Sorbonne University,87.2,52,43,72.3,33.8,46.7,99.8,79.7,87,72.2,81.5,78.9,82,94.8,87.8,96.8,35.1,82.2,97.5,5
KU Leuven,84.6,49.6,7.1,91,93.8,47.7,99.5,75.3,87.7,51.6,40.1,77.4,89.9,97.4,91.4,77.7,15.7,57,83,5
The University of Auckland,82.2,44.7,15.5,66.9,100,84,87.4,92.9,94.2,97.7,96.3,96.9,92.1,87.1,92.4,96.4,91.7,98.3,98.4,5
University of Texas at Austin,93.5,86.6,8.1,76.7,6.1,11.7,91.7,81.7,86.4,54.1,38.1,78.8,82.6,85.5,99.2,75.2,13.8,65.7,82.4,5
Korea University,78.2,93.8,73,45,15.2,45.7,65.7,89,81.7,72.9,90.1,61.5,80.5,84.8,96.1,90.9,48.6,75.1,93.5,5
National Taiwan University (NTU),93.4,92.1,25.5,44.3,16.7,27.4,71.5,99.9,82.4,78.3,89.7,76.5,78.6,77.3,93.6,79.3,69,75.6,87.4,5
The University of Warwick,72.2,86.4,35.5,37.7,98.1,99.1,94.2,65.7,95.4,62.7,99.9,96.7,95.4,78.1,98.8,98.6,54.2,43.9,94.1,5
University of Illinois at Urbana-Champaign,83.9,75.7,6.4,77.5,14,56.3,90.4,81.7,87,61.8,38.6,78.9,88.4,83.8,98.5,75.5,32.3,70.2,82.1,5
Universidad de Buenos Aires (UBA),94.1,94.1,71.7,1.6,63.9,64.6,73.4,99.8,72.5,61.8,64.5,62.9,88.9,67.7,70.4,73,23.6,87.4,69.3,5
"University of California, San Diego (UCSD)",89.3,57.8,50.8,67,54.6,44.3,95.5,21.7,82.2,54.3,32.1,80.8,75.3,76.3,94.6,75.3,22.6,58.9,82.4,5
Université Paris-Saclay,60.7,99.1,99.8,35,35.7,58.6,98.6,70.8,90.5,52.5,90.9,95.4,82.1,80.2,92.4,97.2,50,18.5,97.9,5
KTH Royal Institute of Technology ,45.2,55.6,62.3,86.1,92,65.9,91.1,62.4,92.6,76,93.4,89.3,94.1,88.4,90.2,99,82,50.1,99.2,5
Lund University,68.3,52.5,55.5,44.6,97.4,73.4,96.7,86.5,97.5,91.9,100,99.9,99.9,91,89.8,99.6,91.1,82.1,99.8,5
University of Washington,81.9,55.5,28.6,78.8,11,32.8,95.6,68.7,86.8,62.9,39.5,79.3,89.8,80.8,97,75.7,33.5,71.3,82.9,5
The University of Western Australia,55.5,41.8,13.1,98.8,100,99.8,94.2,78,85.2,55,34.9,77.9,84.5,84.8,94.8,77.9,29.9,58,76.7,5
University of Glasgow,77.4,67.7,38,32.5,95.7,99.4,97.6,33.5,97.7,83.3,94.9,99.3,99.1,83.4,98.2,99.4,71.6,80.8,96.1,5
Brown University,59.9,49.6,77.7,76.4,79.9,50.9,83.2,63.6,81.3,56.6,31.6,80.9,71,82.3,91,74.4,36,55.4,79.4,5
University of Southampton,50.1,44.3,40.7,83.4,92.5,98,97.1,49.2,95.4,83,77.1,93.7,98.8,80.9,96,99.8,72.9,77.6,97.9,5
University of Birmingham,68.9,69,39,40.5,92.6,89.3,97.5,44.5,95.4,78.3,96.8,93.7,99.4,77.1,98.7,99.8,60.4,75.7,97.6,5
The University of Adelaide,56,38.9,17.9,87,100,99.3,93.6,51.5,95.4,74.7,98.1,93.3,96.7,95.7,92.4,92.6,56.4,74.1,92.3,5
University of Leeds,70.5,75.9,36.4,39.8,82.5,88.5,98.8,50.9,87.3,66.5,39.4,82.2,88.5,79,96.4,79.9,50.9,65.1,82.7,5
Ruprecht-Karls-Universität Heidelberg,76.9,59.4,99.4,32.7,54.2,53.6,94.5,25.2,90.3,55.7,95.7,89,89.1,81.9,91.5,95,37.5,44.2,89.6,5
Tokyo Institute of Technology (Tokyo Tech),75.1,94.1,84.1,43.1,23.4,30.5,61.2,23.7,67.2,70.6,79.9,50,72.4,44.4,86.3,88.1,48.5,74.9,86.6,5
Osaka University,82.4,87,45.2,54.9,23.9,12.2,68.2,33,75.5,68.8,69,63.1,77.9,61.4,89.9,84.1,60,71.7,71.8,5
"Trinity College Dublin, The University of Dublin",69.5,47.4,20.2,58.4,99.3,88,91.3,88.6,86.6,57.1,39.4,82.8,85.2,88.3,92.4,76.3,36.3,55.9,80.2,5
University of Technology Sydney,43.9,55,9.8,97.7,96.6,86,91.4,40.2,94.9,76.5,99.2,98.9,90.9,85.8,93.8,98,65.9,70.6,92.5,5
Durham University,59.6,83.9,26.3,40.9,97.3,84.9,89.7,39.4,94.4,86.7,99.8,96.2,98.3,76.4,95.1,97.8,83.9,78,96.1,5
Pennsylvania State University,76.6,64.5,25,55.4,25.1,28,97.9,61.9,95.6,77.2,96,95.2,98,81.5,98.4,95.4,54.8,77.9,98.1,5
Purdue University,63.3,81.1,11.4,54.3,79.6,45.2,92.9,63.1,86.4,75.6,84.8,80.2,83.4,70.2,98.7,95,53.4,75.3,97.6,5
Universidade de São Paulo,92.8,74.6,21.4,28.5,6.8,2.1,95.9,97.9,87.5,79.7,88.2,85.6,99,63.7,90,88.9,65.4,81.5,89.4,5
Pontificia Universidad Católica de Chile (UC),93.7,98,23.7,8.8,26,3.7,82.5,99.9,87.3,62.5,85.5,83.2,88.5,91,83.7,88.7,48,52.6,89.1,5
Universidad Nacional Autónoma de México (UNAM),97,94.4,37.4,2.4,7.5,2.3,93.2,93.2,82.9,73.3,74.1,68.3,97.5,72.4,85.5,89.9,40,90.9,84.9,5
Lomonosov Moscow State University,78,82.3,99.7,4.1,19.7,91.5,88.1,95.8,52.6,37.8,29.1,37.9,72.1,49.9,65.6,30.2,14.2,64,29.3,5
University of Alberta,57,42.2,39.1,61.3,98.3,71,96,70,92.8,83,97.7,90.5,94.3,87.4,91.5,95.4,71.1,79,97.5,5
Freie Universitaet Berlin,80.3,56.9,5,71.7,62.4,43.7,93.1,32.8,80.3,47.6,29.7,73,74.5,84.1,90.2,75.5,24.6,40.2,81.2,5
Pohang University of Science And Technology (POSTECH),45.9,80,99.9,96.9,27.6,2.7,26.6,11,56.3,62.7,87.9,40.2,52.7,38.5,80.8,75.3,49.6,66.8,69.6,5
RWTH Aachen University,46.6,93.7,6.3,71.9,48.6,85.5,86.1,33.4,85,71.3,80.3,80.1,87.2,61.5,95.3,95.4,36,81.1,95.6,5
University of Copenhagen,74,31.6,99.8,23.1,84.9,15.6,98.2,90.8,84.5,70.4,39.4,68.7,90,97.8,88.1,80.3,60.8,65.4,84.4,5
King Fahd University of Petroleum & Minerals,38,46.5,86,78,100,47.6,73.9,97.8,57.4,56.2,53,36.3,69.6,24.3,83.1,75.7,36.9,50.9,82.2,4
"KIT, Karlsruhe Institute of Technology",44.9,80.9,39.4,68.4,70.5,42.9,86.4,50.8,84,61.8,87.9,69.7,92.9,64.7,95.6,95.4,43.9,47.5,97.5,4
Uppsala University,61.4,33.7,52,42.3,99.4,81.1,96.7,68.4,93.1,92.3,98.1,92.6,92.5,95.7,84.8,99.6,79.1,94.8,99.2,4
University of St Andrews,46.5,63.2,64.7,49.2,98.4,100,83.8,18.5,89.1,72.4,93.7,92.4,92.4,68.9,88.9,96.6,47.7,73.6,95.2,4
The University of Sheffield,58.3,48.7,52.5,43.9,83.3,96.8,95.8,33.8,95.4,81,98.5,96.6,98.2,75.3,97,99.6,69.1,75.3,97.8,4
Utrecht University,66.5,38.8,31,79.5,55.7,19.4,97.3,54.7,81,67.2,31.8,70.1,71.6,95.8,90.4,79.3,59.3,58.7,84.1,4
Tohoku University,73.8,82.8,97.8,23.9,14.1,11.4,68.3,22.6,78.3,73.3,74.9,70,79.3,54.8,93.6,92.2,48.9,79.8,89.3,4
University of Nottingham,61.1,65.8,32.8,37.6,89.4,70.5,98,38,96.1,77.8,99.6,97.6,98.3,78.6,97,99.4,66.2,70.8,97.3,4
Boston University,61.9,69.1,38.3,41.3,34.3,88.9,86.9,77.2,85.9,63.6,38.6,79.3,86,80.2,97.8,75.2,44.5,63.3,82.2,4
University of Zurich,59.9,26.4,92.2,40.1,100,42.8,94.3,88.6,83.1,61.8,37.3,73,80.1,96.8,86.9,78.9,35.2,66.9,82.4,4
Technical University of Denmark,33.2,22.1,99.1,84.4,100,87.7,88.1,43.6,74.6,64.5,31.1,62.1,74.8,72.5,84.6,79.7,46.9,62.1,84.5,4
Politecnico di Milano,70.8,77,5.8,40.2,67.4,56.8,88.1,52.9,84.7,60.2,82.1,77.5,92.1,68.7,92,88.1,41.3,51.9,90.3,4
Aalto University,45.7,40.6,33.2,73.6,95.2,40.1,78.2,95.1,86.4,86.4,72.7,84.8,86.4,73.4,87.8,98.2,91.6,69.4,98.3,4
Georgia Institute of Technology,67.1,82.6,20.3,52.8,21.3,66.4,75.5,43.1,75.7,59.1,25.4,68.9,61.1,70.3,99.5,74.4,37.4,58.3,82.4,4
University of Waterloo,40.4,64.2,6.5,78.9,75.8,71.3,84.6,58.9,92.1,73.1,96.2,86.8,97.2,83.8,93.6,94.2,48.7,73.2,97.5,4
University of Wisconsin-Madison,77.7,47.8,74.3,23.7,35.3,23.6,91.6,81.6,86.4,58.9,38.4,79.2,87.5,86.3,94.3,75.5,25.4,68,82.5,4
University of Helsinki,62.3,29.1,59.4,49.6,73.4,5.7,96.9,90.5,89.8,81,80.3,93.5,86.5,90.6,79.9,99.8,87.1,58.2,99.4,4
Indian Institute of Technology Bombay (IITB),58.5,86,14.4,79.1,4.3,1.3,52.3,64.5,69.5,65.6,63.1,52.6,86.5,43.7,84.3,75.3,38,74.8,82.2,4
University of Oslo,55.6,16,73.8,55.7,91.6,31.7,97.3,80.9,80.8,73.6,36.9,72.4,77.3,96.8,81.9,78.1,54.2,80.8,83.3,4
Western University,32.6,38.9,3.3,93.4,99.8,49.5,81.5,96.7,95.8,90.5,98.5,96.7,98.1,90.2,92.9,94.4,90.7,82.9,95.6,4
Queen Mary University of London,48.3,36.9,30.4,62.8,99.5,99.2,92.5,21.4,93.3,78.1,89.8,99.4,96,72.4,89.9,99,62.2,77.2,94.1,4
Qatar University,29.8,50.6,68.1,48.2,100,96.5,89.4,98.6,79.2,67.9,77,73.5,84.3,68.6,83,85.5,47.5,69.5,86.1,4
RMIT University,40.4,48,5.2,77.7,100,91.4,83.2,38.4,93.3,72.4,98.1,99.2,86.4,87.6,90.9,97,50.1,74.8,91.8,4
Sungkyunkwan University(SKKU),57.9,70.7,80.5,41.3,17.5,41.7,54.2,36.5,79,68.8,93,68.9,64.1,81,95.9,87.5,48.1,72.2,84.5,4
University of Southern California,50.4,54.5,17.3,58,26,74.1,85.8,92.6,94.7,84,88.5,98.7,92.4,83.9,95.8,94.6,66.8,85.6,96.7,4
University College Dublin,51.4,43.5,16.6,46.4,99.1,74.8,87.2,89.8,94.2,76.5,93.7,98.7,93.6,81.2,93,96,62,71,96.3,4
Humboldt-Universität zu Berlin,89.2,69.9,7.4,27,69.1,35.1,93.1,19,78.3,39.9,30.5,63.6,74,86.1,91.7,77.5,8.7,32.9,83,4
Stockholm University,52.5,21,26.7,64.5,80.7,89.8,95.7,86.6,81.5,63.4,36.8,72.6,84.4,92.8,79.8,80.1,21.2,81.8,84.6,4
Newcastle University,50,59.3,39.2,38.7,89.5,68.6,97.1,31.3,94.7,80.3,95.7,93.8,98.3,73.8,98.4,99.8,66.3,75.9,98.2,4
"University of California, Davis",63,48,23.5,52.5,72.7,51.3,90.6,22.8,84.7,68.4,57.9,83.4,86.8,71.9,93.5,75.7,42.3,78.3,82.4,4
University of Basel,26.6,13.5,61.4,94.5,100,85.8,89.4,69.9,78.7,57.1,35.9,71.9,80.2,82.6,80.6,78.1,20.5,69,80.8,4
Sapienza University of Rome,80.7,48.5,5,45.3,3.1,8,97.1,88,88.4,59.5,66.9,84.8,87.8,90.2,86.4,92.2,27.4,73.4,75.7,4
Macquarie University,33.4,39.2,9.1,79.6,99.9,91.6,90.9,54.1,94.7,74.7,92.8,93.3,96,89.4,91.5,97.2,58.6,72.2,92.2,4
Alma Mater Studiorum - University of Bologna,80.8,47.8,3.7,46.6,14.5,12.3,96,53.8,90.1,69.5,85.8,86.5,95.4,87,87.9,87.9,40.7,74.5,92.5,4
University of Science and Technology of China,50,23.7,94.7,97.7,11.6,5.1,75.7,31.9,62.8,48,22.9,42.2,66.1,71.6,76.1,64.6,13.2,56.9,73.8,4
Eindhoven University of Technology,28.7,72.1,35.7,79.3,100,82.7,70.8,24.2,78,40.6,67.3,77.1,54.9,74.5,97.2,83.9,32,20.3,74.3,4
University of Vienna,70.9,40.4,23.2,13,100,92,96,89.7,84,62,39,72,85.9,95.2,88.3,77.1,48.3,57.4,80.7,4
Universiti Kebangsaan Malaysia (UKM),61.7,66.4,80.4,14.1,45.7,78.8,83.7,22.5,73.2,66.3,80.1,64.6,91.9,53.1,77.3,71.2,47.9,70.6,78.3,4
Chalmers University of Technology,26.3,50.4,50.5,77.4,100,63.1,77,31.7,84,74.2,83.6,88.2,69.7,72.5,89.8,97.2,84.7,43.1,99.3,4
Universidad de Chile,82.8,90,8,11.2,8.5,4.5,77.1,96.1,82,56.4,82.5,70.6,93.2,81.2,79.7,85.3,16.9,66.7,86.1,4
Lancaster University,38.9,36.7,27.7,69.6,93.3,92.3,89.7,28.8,94.2,76.7,100,99.3,96.5,75.1,90.6,99.4,58,74,98,4
Leiden University,68.4,32.9,21.3,54.5,85,51.7,95.2,48.8,81.5,39.9,37.6,67.8,83.6,90.3,88.4,78.5,15.8,26.2,82.7,4
Rice University,39.1,27.3,62.5,87.9,77.5,94.1,62.2,29.5,70.4,49.8,24.2,71.4,53.7,66.1,84.7,74.2,13.5,58.7,77.5,4
Aarhus University,54.7,27.6,30.8,63.8,89.8,11.9,96.1,69.5,82,74,45.7,75.6,78.3,87.6,87.2,80.3,52.5,81.5,84.6,4
Nanjing University,57.1,32.5,35.6,93,61.9,7.6,67.1,29,66.9,49.4,23.7,43.8,73,67.9,85.7,65.6,12.7,58.4,77.5,4
Universiti Sains Malaysia (USM),63.3,69.7,46.4,19.6,24.3,96.4,87.8,20.1,76.9,67.5,79.3,65.2,91,72.1,83.7,66.8,55,72.8,70.7,4
Technische Universität Berlin (TU Berlin),55.3,74.3,58,22.1,63.2,74.8,86.1,37.7,75.7,54.8,31,62,69.5,74.8,95.8,75.7,23.1,60,81.4,4
Universiti Putra Malaysia (UPM),61,61.9,58.8,25.7,36.1,92,80.5,17.5,66,70.4,60,44.7,91.1,45.1,75.6,74.4,60.4,72.6,75.7,4
King Abdulaziz University (KAU),59.8,61.4,41.6,34.4,89.3,9.5,93.1,35.9,81.7,58,59.2,75.2,89.3,61.9,90.3,87.3,32.8,54.5,88.1,4
University of Bath,35.8,67.9,18.3,52,94.3,80,84.2,35.2,94.9,64.3,99.7,96.8,95.5,79.2,96.5,98.2,59.7,41.7,95.2,4
Indian Institute of Technology Delhi (IITD),54.1,80.9,17.3,77.4,3.1,1.5,63.3,35.1,68.8,53.2,60.5,54.2,83.4,46.9,83.1,73,56.8,24.3,84.6,4
Michigan State University,59.5,48.6,11.4,50.3,54.5,12.4,97.5,57.1,95.4,76.7,97.1,98.6,99.7,79,93.9,95.2,56.1,75.8,98,4
Nagoya University,63.2,65.8,84.7,25.4,14.5,19.6,64.8,21.5,76.4,70.8,79.7,69.6,79.2,54.4,89,85.7,54,73.4,83.3,4
Texas A&M University,61.2,66,4.4,64.3,21.9,12.1,92.6,44.4,79,52.8,38,61.8,84.3,69.5,98.2,75.3,17.7,58.6,82.1,4
Wageningen University & Research,42.1,23.8,98.6,41.3,59.4,81.2,97.9,21.1,89.6,77.2,80.3,94.3,82.2,88.1,83.9,99,68.6,76.5,84,4
"University of North Carolina, Chapel Hill",61.4,36.5,72.9,47.2,23.5,11.1,91.6,55.2,79.2,53,51.8,72.1,76.2,75.3,90.6,75.7,11.9,64.5,82.4,4
University of Geneva,45.5,17.2,40.4,62.4,100,97.6,94.2,49.5,78.5,55.7,36.9,63.7,80.4,96.1,81.3,77.1,32.2,55.4,80.7,4
Erasmus University Rotterdam ,37,58.2,18.1,63.3,76,70,85.4,89.3,83.8,40.6,36.6,77.7,82,84.2,91.8,78.1,41.6,9.4,78.8,4
Université de Montréal ,55.5,32.8,76,19.3,87.6,54.1,84.9,54.2,89.1,73.1,92.6,88.9,86.9,83.5,89.3,94.6,50.3,72.7,96.3,4
University of Groningen,52.3,34.4,49.3,41.2,93.2,83.5,94.1,40,80.8,52.8,32,76.2,69.7,90.2,88.9,78.7,14.8,61.3,83.4,4
University of Bern,29.7,16.1,45.9,99.3,100,38,93.8,30.7,83.6,57.3,36.1,72.9,84.6,96.7,85,78.7,24.6,64.2,82.7,4
Hanyang University,43,78,77.1,28.5,17.4,57.6,63,43.3,79.2,76.3,89.7,69.4,65.2,79.6,95.4,90.1,67,74.2,85.4,4
Al-Farabi Kazakh National University,54.2,79.6,99.3,1.4,49,54.2,64.7,59.6,59.3,55,86.3,62,85,39.4,52.5,46.9,50.9,70.7,36.6,4
Complutense University of Madrid,68.1,68.1,28.7,7.9,10.5,34.3,91.8,96.3,87,72.4,88.3,84.4,87.9,90.7,82.2,92.4,46.6,79.6,88.9,4
University of Liverpool,46.1,39.4,37.8,36.6,88.3,85.4,97.2,36.3,94.4,74.9,99.5,99.5,99.3,69.9,93.6,99.2,62.6,65.7,96.9,4
